	0	1
92	:	O
93	29	O
94	/	O
95	12	O
96	/	O
97	2017	O
98	11	O
99	:	O
100	41	O
101	cash	O
102	##ier	O
103	#	O
104	l	O
105	##st	O
106	rm	O
107	code	O
108	sim	O
109	##en	O
110	(	O
111	s	O
112	)	O
113	3	O
114	.	O
115	00	O
116	x	O
117	2	O
118	.	O
119	00	B-TOTAL
120	6	I-TOTAL
121	.	I-TOTAL
122	00	I-TOTAL
123	sr	I-TOTAL
124	sub	I-TOTAL
125	##to	O
126	##tal	O
127	:	O
128	6	O
129	.	O
130	00	O
131	total	O
132	inc	O
133	##l	O
134	of	O
135	gs	O
136	##t	O
137	:	O
138	6	O
139	.	O
140	00	O
141	payment	O
142	:	O
143	6	O
144	.	O
145	00	O
146	change	O
147	due	O
148	:	O
149	0	O
150	.	O
151	00	O
152	total	O
153	item	O
154	(	O
155	s	O
156	)	O
157	:	O
158	3	O
159	gs	O
160	##t	O
161	summary	O
162	amount	O
163	(	O
164	rm	O
165	)	O
166	tax	O
167	(	O
168	rm	O
169	)	O
170	sr	O
171	@	O
172	6	O
173	%	O
174	5	O
175	.	O
176	66	O
177	0	O
178	.	O
179	34	O
180	thank	O
181	you	O
182	please	O
183	come	O
184	again	O
185	*	O
186	goods	O
187	sold	O
188	are	O
189	not	O
190	return	O
191	##able	O
192	*	O
193		
0	san	B-COMPANY
1	##yu	I-COMPANY
2	station	I-COMPANY
3	##ery	I-COMPANY
4	shop	I-COMPANY
5	no	I-COMPANY
6	.	O
7	31	B-ADDRESS
8	##g	I-ADDRESS
9	&	I-ADDRESS
10	33	I-ADDRESS
11	##g	I-ADDRESS
12	,	I-ADDRESS
13	jalan	I-ADDRESS
14	set	I-ADDRESS
15	##ia	I-ADDRESS
16	ind	I-ADDRESS
17	##ah	I-ADDRESS
18	x	I-ADDRESS
19	,	I-ADDRESS
20	u	I-ADDRESS
21	##13	I-ADDRESS
22	/	I-ADDRESS
23	x	I-ADDRESS
24	401	I-ADDRESS
25	##70	I-ADDRESS
26	set	I-ADDRESS
27	##ia	I-ADDRESS
28	alam	I-ADDRESS
29	mobile	I-ADDRESS
30	/	I-ADDRESS
31	what	I-ADDRESS
32	##sa	I-ADDRESS
33	##pps	O
34	:	O
35	+	O
36	60	O
37	##12	O
38	-	O
39	91	O
40	##8	O
41	79	O
42	##37	O
43	tel	O
44	:	O
45	+	O
46	60	O
47	##3	O
48	-	O
49	336	O
50	##2	O
51	41	O
52	##37	O
53	gs	O
54	##t	O
55	id	O
56	no	O
57	:	O
58	001	O
59	##53	O
60	##17	O
61	##60	O
62	##64	O
63	##0	O
64	tax	O
65	in	O
66	##vo	O
67	##ice	O
68	owned	O
69	by	O
70	:	O
71	san	O
72	##yu	O
73	supply	O
74	sd	O
75	##n	O
76	b	O
77	##hd	O
78	(	O
79	113	O
80	##57	O
81	##7	O
82	##2	O
83	-	O
84	k	O
85	)	O
86	cash	O
87	sales	O
88	counter	O
89	1	O
90	.	O
91	700	O
92	##2	O
93	-	O
94	001	O
95	##4	O
96	son	O
97	##of	O
98	##ax	O
99	-	O
100	ec	O
101	thermal	O
102	roll	O
103	(	O
104	blue	O
105	)	O
106	-	O
107	(	O
108	57	O
109	##mm	O
110	##x	O
111	##60	O
112	##mm	O
113	##x	O
114	##12	O
115	##mm	O
116	)	O
117	(	O
118	10	O
119	##roll	O
120	/	O
121	p	O
122	##kt	O
123	)	O
124	1	O
125	x	O
126	35	O
127	.	O
128	000	O
129	##0	O
130	35	O
131	.	O
132	00	O
133	sr	O
134	total	O
135	sales	O
136	inclusive	O
137	gs	O
138	##t	O
139	@	O
140	6	O
141	%	O
142	35	O
143	.	O
144	00	O
145	discount	O
146	0	O
147	.	O
148	00	O
149	total	O
150	35	O
151	.	O
152	00	O
153	round	O
154	ad	O
155	##j	O
156	0	O
157	.	O
158	00	O
159	final	O
160	total	O
161	35	O
162	.	O
163	00	O
164	cash	O
165	40	O
166	.	O
167	00	O
168	change	O
169	5	O
170	.	O
171	00	O
172	gs	O
173	##t	O
174	summary	O
175	amount	O
176	(	O
177	rm	O
178	)	O
179	tax	O
180	(	O
181	rm	O
182	)	O
183	sr	O
184	@	O
185	6	O
186	%	O
187	33	O
188	.	O
189	02	O
190	1	O
191	.	O
192	98	O
193	in	O
194	##v	O
195	no	O
196	:	O
197	cs	O
198	-	O
199	sa	O
200	-	O
201	00	O
202	##86	O
203	##22	O
204	##9	O
205	date	O
206	:	O
207	22	O
208	/	O
209	05	O
210	/	O
211	2017	O
212	goods	O
213	sold	O
214	are	O
215	not	O
216	return	O
217	##able	O
218	&	O
219	ref	O
220	##unda	O
221	##ble	O
222	thank	O
223	you	O
224	for	O
225	your	O
226	patronage	O
227	please	O
228	come	O
229	again	O
230	.	O
231	ter	O
232	##ima	B-TOTAL
233	ka	I-TOTAL
234	##si	I-TOTAL
235	##h	I-TOTAL
236	si	I-TOTAL
237	##la	O
238	data	O
239	##ng	O
240	la	O
241	##gi	O
242	*	O
243	*	O
244	please	O
245	keep	O
246	this	O
247	receipt	O
248	for	O
249	prove	O
250	of	O
251	purchase	O
252	date	O
253	for	O
254	i	O
255	.	O
256	t	O
257	product	O
258	warrant	O
259	##y	O
260	purpose	O
261	*	O
262	*	O
263	follow	O
264	us	O
265	in	O
266	facebook	O
267	:	O
268	san	O
269	##yu	O
270	.	O
271	station	O
272	##ery	O
273		
0	mr	B-COMPANY
1	.	I-COMPANY
2	d	I-COMPANY
3	.	I-COMPANY
4	i	I-COMPANY
5	.	I-COMPANY
6	y	I-COMPANY
7	.	I-COMPANY
8	(	I-COMPANY
9	m	I-COMPANY
10	)	I-COMPANY
11	sd	I-COMPANY
12	##n	I-COMPANY
13	b	I-COMPANY
14	##hd	I-COMPANY
15	co	I-COMPANY
16	-	I-COMPANY
17	reg	I-COMPANY
18	:	O
19	86	O
20	##0	O
21	##6	O
22	##7	O
23	##1	O
24	-	O
25	d	O
26	lot	O
27	1851	O
28	-	B-ADDRESS
29	a	I-ADDRESS
30	&	I-ADDRESS
31	1851	I-ADDRESS
32	-	I-ADDRESS
33	b	I-ADDRESS
34	,	I-ADDRESS
35	jalan	I-ADDRESS
36	k	I-ADDRESS
37	##p	I-ADDRESS
38	##b	I-ADDRESS
39	6	I-ADDRESS
40	,	I-ADDRESS
41	ka	I-ADDRESS
42	##was	I-ADDRESS
43	##an	I-ADDRESS
44	per	I-ADDRESS
45	##ind	I-ADDRESS
46	##ust	I-ADDRESS
47	##rian	I-ADDRESS
48	bala	I-ADDRESS
49	##kong	I-ADDRESS
50	,	I-ADDRESS
51	43	I-ADDRESS
52	##30	I-ADDRESS
53	##0	I-ADDRESS
54	ser	I-ADDRESS
55	##i	I-ADDRESS
56	ke	I-ADDRESS
57	##mba	I-ADDRESS
58	##nga	I-ADDRESS
59	##n	I-ADDRESS
60	,	I-ADDRESS
61	selangor	I-ADDRESS
62	(	I-ADDRESS
63	gs	I-ADDRESS
64	##t	I-ADDRESS
65	id	I-ADDRESS
66	no	I-ADDRESS
67	:	I-ADDRESS
68	000	I-ADDRESS
69	##30	I-ADDRESS
70	##60	I-ADDRESS
71	##20	I-ADDRESS
72	##35	I-ADDRESS
73	##2	O
74	)	O
75	(	O
76	se	O
77	##laya	O
78	##ng	O
79	mall	O
80	)	O
81	-	O
82	tax	O
83	in	O
84	##vo	O
85	##ice	O
86	-	O
87	bis	O
88	##cuit	O
89	container	O
90	108	O
91	##7	O
92	##s	O
93	*	O
94	s	O
95	ie	O
96	##51	O
97	/	O
98	3	O
99	-	O
100	61	O
101	/	O
102	-	O
103	24	O
104	880	O
105	##01	O
106	##70	O
107	4	O
108	x	O
109	8	O
110	.	O
111	90	O
112	35	O
113	.	O
114	60	O
115	12	O
116	colors	O
117	gold	O
118	dust	O
119	*	O
120	s	O
121	o	O
122	##a1	O
123	##3	O
124	-	O
125	12	O
126	/	O
127	312	O
128	90	O
129	##44	O
130	##9	O
131	##44	O
132	1	O
133	x	O
134	5	O
135	.	O
136	90	O
137	5	O
138	.	O
139	90	O
140	hang	O
141	##er	O
142	cl	O
143	##45	O
144	-	O
145	y	O
146	##5	O
147	##s	O
148	*	O
149	s	O
150	be	O
151	##32	O
152	-	O
153	51	O
154	-	O
155	71	O
156	-	O
157	2	O
158	/	O
159	24	O
160	90	O
161	##64	O
162	##12	O
163	##3	O
164	2	O
165	x	O
166	7	O
167	.	O
168	50	O
169	15	O
170	.	O
171	00	O
172	dental	O
173	fl	O
174	##oss	O
175	2	O
176	##pc	O
177	##s	O
178	f	O
179	##h	O
180	##01	O
181	-	O
182	2	O
183	##y	O
184	#	O
185	*	O
186	vs	O
187	*	O
188	s	O
189	mg	O
190	##22	O
191	-	O
192	12	O
193	/	O
194	57	O
195	##6	O
196	90	O
197	##6	O
198	##8	O
199	##7	O
200	##64	O
201	1	O
202	x	O
203	2	O
204	.	O
205	50	O
206	2	O
207	.	O
208	50	O
209	seal	O
210	plastic	O
211	18	O
212	##pc	O
213	##s	O
214	b	O
215	##7	O
216	13	O
217	.	O
218	8	O
219	##cm	O
220	*	O
221	9	O
222	.	O
223	8	O
224	##cm	O
225	*	O
226	v	O
227	*	O
228	s	O
229	m	O
230	##h	O
231	##11	O
232	/	O
233	2	O
234	-	O
235	10	O
236	/	O
237	240	O
238	90	O
239	##6	O
240	##8	O
241	##36	O
242	##9	O
243	1	O
244	x	O
245	2	O
246	.	O
247	90	O
248	2	O
249	.	O
250	90	O
251	curtain	O
252	bar	O
253	-	O
254	70	O
255	##cm	O
256	*	O
257	s	O
258	jd	O
259	##32	O
260	-	O
261	100	O
262	90	O
263	##6	O
264	##39	O
265	##8	O
266	##3	O
267	2	O
268	x	O
269	3	O
270	.	O
271	10	O
272	6	O
273	.	O
274	20	O
275	item	O
276	(	O
277	s	O
278	)	O
279	:	O
280	6	O
281	q	O
282	##ty	O
283	(	O
284	s	O
285	)	O
286	:	O
287	11	O
288	total	O
289	inc	O
290	##l	O
291	.	O
292	gs	O
293	##t	O
294	@	O
295	6	O
296	%	O
297	rm	O
298	68	O
299	.	O
300	10	O
301	cash	O
302	rm	O
303	100	O
304	.	O
305	10	O
306	change	O
307	rm	O
308	32	O
309	.	O
310	00	O
311	gs	O
312	##t	O
313	@	O
314	6	O
315	%	O
316	included	O
317	in	O
318	total	O
319	rm	O
320	3	O
321	.	O
322	85	O
323	22	O
324	-	O
325	04	O
326	-	O
327	16	O
328	12	O
329	:	O
330	01	O
331	sh	O
332	##01	O
333	z	O
334	##j	O
335	##0	O
336	##8	O
337	t	O
338	##3	O
339	r	O
340	##00	O
341	##0	O
342	##30	O
343	##29	O
344	##9	O
345	##8	O
346	operator	O
347	sl	O
348	##c	O
349	-	O
350	ea	O
351	##li	O
352	##l	O
353	ara	O
354	##si	O
355	exchange	O
356	are	O
357	allowed	O
358	within	O
359	3	O
360	day	O
361	with	O
362	receipt	O
363	.	O
364	strictly	O
365	no	O
366	cash	O
367	ref	O
368	##und	O
369	.	O
370		
0	san	B-COMPANY
1	##yu	I-COMPANY
2	station	I-COMPANY
3	##ery	I-COMPANY
4	shop	I-COMPANY
5	no	I-COMPANY
6	.	O
7	31	B-ADDRESS
8	##g	I-ADDRESS
9	&	I-ADDRESS
10	33	I-ADDRESS
11	##g	I-ADDRESS
12	,	I-ADDRESS
13	jalan	I-ADDRESS
14	set	I-ADDRESS
15	##ia	I-ADDRESS
16	ind	I-ADDRESS
17	##ah	I-ADDRESS
18	x	I-ADDRESS
19	,	I-ADDRESS
20	u	I-ADDRESS
21	##13	I-ADDRESS
22	/	I-ADDRESS
23	x	I-ADDRESS
24	401	I-ADDRESS
25	##70	I-ADDRESS
26	set	I-ADDRESS
27	##ia	I-ADDRESS
28	alam	I-ADDRESS
29	mobile	I-ADDRESS
30	/	I-ADDRESS
31	what	I-ADDRESS
32	##sa	I-ADDRESS
33	##pps	O
34	:	O
35	+	O
36	60	O
37	##12	O
38	-	O
39	91	O
40	##8	O
41	79	O
42	##37	O
43	tel	O
44	:	O
45	+	O
46	60	O
47	##3	O
48	-	O
49	336	O
50	##2	O
51	41	O
52	##37	O
53	gs	O
54	##t	O
55	id	O
56	no	O
57	:	O
58	001	O
59	##53	O
60	##17	O
61	##60	O
62	##64	O
63	##0	O
64	tax	O
65	in	O
66	##vo	O
67	##ice	O
68	owned	O
69	by	O
70	:	O
71	san	O
72	##yu	O
73	supply	O
74	sd	O
75	##n	O
76	b	O
77	##hd	O
78	(	O
79	113	O
80	##57	O
81	##7	O
82	##2	O
83	-	O
84	k	O
85	)	O
86	cash	O
87	sales	O
88	counter	O
89	1	O
90	.	O
91	700	O
92	##2	O
93	-	O
94	001	O
95	##4	O
96	son	O
97	##of	O
98	##ax	O
99	-	O
100	ec	O
101	thermal	O
102	roll	O
103	(	O
104	blue	O
105	)	O
106	-	O
107	(	O
108	57	O
109	##mm	O
110	##x	O
111	##60	O
112	##mm	O
113	##x	O
114	##12	O
115	##mm	O
116	)	O
117	(	O
118	10	O
119	##roll	O
120	/	O
121	p	O
122	##kt	O
123	)	O
124	1	O
125	x	O
126	36	O
127	.	O
128	000	O
129	##0	O
130	36	O
131	.	O
132	00	O
133	sr	O
134	total	O
135	sales	O
136	inclusive	O
137	gs	O
138	##t	O
139	@	O
140	6	O
141	%	O
142	36	O
143	.	O
144	00	O
145	discount	O
146	0	O
147	.	O
148	00	O
149	total	O
150	36	O
151	.	O
152	00	O
153	round	O
154	ad	O
155	##j	O
156	0	O
157	.	O
158	00	O
159	final	O
160	total	O
161	36	O
162	.	O
163	00	O
164	cash	O
165	50	O
166	.	O
167	00	O
168	change	O
169	14	O
170	.	O
171	00	O
172	gs	O
173	##t	O
174	summary	O
175	amount	O
176	(	O
177	rm	O
178	)	O
179	tax	O
180	(	O
181	rm	O
182	)	O
183	sr	O
184	@	O
185	6	O
186	%	O
187	33	O
188	.	O
189	96	O
190	2	O
191	.	O
192	04	O
193	in	O
194	##v	O
195	no	O
196	:	O
197	cs	O
198	-	O
199	sa	O
200	-	O
201	01	O
202	##30	O
203	##36	O
204	##3	O
205	date	O
206	:	O
207	14	O
208	/	O
209	12	O
210	/	O
211	2017	O
212	total	O
213	q	O
214	##ty	O
215	:	O
216	1	O
217	print	O
218	time	O
219	:	O
220	thursday	O
221	,	O
222	14	O
223	december	O
224	,	O
225	2017	O
226	12	O
227	:	O
228	48	O
229	:	O
230	02	O
231	f	O
232	goods	O
233	sold	O
234	are	O
235	not	O
236	return	O
237	##able	O
238	&	B-TOTAL
239	ref	I-TOTAL
240	##unda	I-TOTAL
241	##ble	I-TOTAL
242	thank	O
243	you	O
244	for	O
245	your	O
246	patronage	O
247	please	O
248	come	O
249	again	O
250	.	O
251	ter	O
252	##ima	O
253	ka	O
254	##si	O
255	##h	O
256	si	O
257	##la	O
258	data	O
259	##ng	O
260	la	O
261	##gi	O
262	*	O
263	*	O
264	please	O
265	keep	O
266	this	O
267	receipt	O
268	for	O
269	prove	O
270	of	O
271	purchase	O
272	date	O
273	for	O
274	i	O
275	.	O
276	t	O
277	product	O
278	warrant	O
279	##y	O
280	purpose	O
281	*	O
282	*	O
283	follow	O
284	us	O
285	in	O
286	facebook	O
287	:	O
288	san	O
289	##yu	O
290	.	O
291	station	O
292	##ery	O
293		
0	99	B-COMPANY
1	speed	I-COMPANY
2	mart	I-COMPANY
3	s	I-COMPANY
4	/	I-COMPANY
5	b	I-COMPANY
6	(	I-COMPANY
7	51	I-COMPANY
8	##9	O
9	##53	O
10	##7	O
11	-	O
12	x	O
13	)	O
14	lot	O
15	p	O
16	.	O
17	t	B-ADDRESS
18	.	I-ADDRESS
19	281	I-ADDRESS
20	##1	I-ADDRESS
21	,	I-ADDRESS
22	jalan	I-ADDRESS
23	ang	I-ADDRESS
24	##sa	I-ADDRESS
25	,	I-ADDRESS
26	tam	I-ADDRESS
27	##an	I-ADDRESS
28	berkeley	I-ADDRESS
29	411	I-ADDRESS
30	##50	I-ADDRESS
31	klan	I-ADDRESS
32	##g	I-ADDRESS
33	,	I-ADDRESS
34	selangor	I-ADDRESS
35	155	I-ADDRESS
36	##8	I-ADDRESS
37	-	I-ADDRESS
38	t	I-ADDRESS
39	##m	I-ADDRESS
40	##n	I-ADDRESS
41	pu	I-ADDRESS
42	##sat	I-ADDRESS
43	ke	I-ADDRESS
44	##pon	I-ADDRESS
45	##g	I-ADDRESS
46	gs	I-ADDRESS
47	##t	I-ADDRESS
48	id	I-ADDRESS
49	.	I-ADDRESS
50	no	I-ADDRESS
51	:	I-ADDRESS
52	000	I-ADDRESS
53	##18	I-ADDRESS
54	##17	I-ADDRESS
55	##47	I-ADDRESS
56	##7	O
57	##12	O
58	in	O
59	##vo	O
60	##ice	O
61	no	O
62	:	O
63	1785	O
64	##8	O
65	/	O
66	102	O
67	/	O
68	t	O
69	##0	O
70	##30	O
71	##8	O
72	07	O
73	:	O
74	54	O
75	##pm	O
76	56	O
77	##17	O
78	##8	O
79	##1	O
80	21	O
81	-	O
82	11	O
83	-	O
84	16	O
85	53	O
86	##86	O
87	star	O
88	brand	O
89	garbage	O
90	bag	O
91	rm	B-TOTAL
92	##31	I-TOTAL
93	.	I-TOTAL
94	80	I-TOTAL
95	s	O
96	@	O
97	6	O
98	x	O
99	rm	O
100	5	O
101	.	O
102	30	O
103	total	O
104	sales	O
105	(	O
106	inclusive	O
107	gs	O
108	##t	O
109	)	O
110	rm	O
111	31	O
112	.	O
113	80	O
114	cash	O
115	rm	O
116	50	O
117	.	O
118	00	O
119	change	O
120	rm	O
121	18	O
122	.	O
123	20	O
124	gs	O
125	##t	O
126	summary	O
127	amount	O
128	(	O
129	rm	O
130	)	O
131	tax	O
132	(	O
133	rm	O
134	)	O
135	s	O
136	=	O
137	6	O
138	%	O
139	30	O
140	.	O
141	00	O
142	1	O
143	.	O
144	80	O
145	thank	O
146	you	O
147	.	O
148	please	O
149	come	O
150	again	O
151	keep	O
152	the	O
153	in	O
154	##vo	O
155	##ice	O
156	for	O
157	applicable	O
158	returns	O
159		
0	ge	B-COMPANY
1	##rba	I-COMPANY
2	##ng	I-COMPANY
3	ala	I-COMPANY
4	##f	I-COMPANY
5	restaurants	I-COMPANY
6	sd	I-COMPANY
7	##n	I-COMPANY
8	b	I-COMPANY
9	##hd	I-COMPANY
10	(	I-COMPANY
11	65	I-COMPANY
12	##35	I-COMPANY
13	##1	O
14	-	O
15	m	O
16	)	O
17	license	O
18	##e	O
19	of	O
20	mcdonald	O
21	'	O
22	s	O
23	level	O
24	6	O
25	,	O
26	bang	O
27	##una	B-ADDRESS
28	##n	I-ADDRESS
29	th	I-ADDRESS
30	,	I-ADDRESS
31	dam	I-ADDRESS
32	##ans	I-ADDRESS
33	##ara	I-ADDRESS
34	uptown	I-ADDRESS
35	##3	I-ADDRESS
36	no	I-ADDRESS
37	.	I-ADDRESS
38	3	I-ADDRESS
39	,	I-ADDRESS
40	jalan	I-ADDRESS
41	ss	I-ADDRESS
42	##21	I-ADDRESS
43	/	I-ADDRESS
44	39	I-ADDRESS
45	,	I-ADDRESS
46	47	I-ADDRESS
47	##400	I-ADDRESS
48	pet	I-ADDRESS
49	##aling	I-ADDRESS
50	jaya	I-ADDRESS
51	selangor	I-ADDRESS
52	(	I-ADDRESS
53	gs	I-ADDRESS
54	##t	I-ADDRESS
55	id	I-ADDRESS
56	no	I-ADDRESS
57	:	I-ADDRESS
58	000	I-ADDRESS
59	##50	I-ADDRESS
60	##46	I-ADDRESS
61	##64	I-ADDRESS
62	##0	I-ADDRESS
63	##64	I-ADDRESS
64	)	O
65	mcdonald	O
66	'	O
67	s	O
68	mu	O
69	##tia	O
70	##ra	O
71	ri	O
72	##ni	O
73	dt	O
74	(	O
75	#	O
76	309	O
77	)	O
78	tel	O
79	no	O
80	.	O
81	07	O
82	-	O
83	55	O
84	##42	O
85	-	O
86	46	O
87	##7	O
88	tax	O
89	in	O
90	##vo	O
91	##ice	O
92	m	O
93	##fy	O
94	side	O
95	1	O
96	in	O
97	##v	O
98	#	O
99	00	O
100	##30	O
101	##90	O
102	##200	O
103	##0	O
104	##24	O
105	##7	O
106	##23	O
107	or	O
108	##d	O
109	#	O
110	60	O
111	-	O
112	reg	O
113	#	O
114	2	O
115	-	O
116	24	O
117	/	O
118	06	O
119	/	O
120	2018	O
121	22	O
122	:	O
123	43	O
124	:	O
125	04	O
126	q	O
127	##ty	O
128	item	O
129	total	O
130	1	O
131	l	O
132	9	O
133	##nu	O
134	##gg	O
135	##ets	O
136	12	O
137	.	O
138	80	O
139	1	B-TOTAL
140	9	I-TOTAL
141	##nu	I-TOTAL
142	##gg	I-TOTAL
143	##ets	I-TOTAL
144	1	O
145	barbecue	O
146	sauce	O
147	1	O
148	sweet	O
149	and	O
150	sour	O
151	sauce	O
152	1	O
153	l	O
154	sp	O
155	##rite	O
156	less	O
157	ice	O
158	1	O
159	l	O
160	fries	O
161	eat	O
162	-	O
163	in	O
164	total	O
165	(	O
166	inc	O
167	##l	O
168	gs	O
169	##t	O
170	)	O
171	12	O
172	.	O
173	80	O
174	total	O
175	rounded	O
176	12	O
177	.	O
178	80	O
179	cash	O
180	tender	O
181	##ed	O
182	13	O
183	.	O
184	00	O
185	change	O
186	0	O
187	.	O
188	20	O
189	total	O
190	includes	O
191	0	O
192	%	O
193	gs	O
194	##t	O
195	0	O
196	.	O
197	00	O
198	thank	O
199	you	O
200	and	O
201	please	O
202	come	O
203	again	O
204	.	O
205		
0	mr	B-COMPANY
1	.	I-COMPANY
2	d	I-COMPANY
3	.	I-COMPANY
4	i	I-COMPANY
5	.	I-COMPANY
6	y	I-COMPANY
7	.	I-COMPANY
8	(	I-COMPANY
9	ku	I-COMPANY
10	##chai	I-COMPANY
11	)	I-COMPANY
12	sd	I-COMPANY
13	##n	I-COMPANY
14	b	I-COMPANY
15	##hd	I-COMPANY
16	(	I-COMPANY
17	co	I-COMPANY
18	reg	I-COMPANY
19	:	O
20	750	O
21	##44	O
22	##1	O
23	-	O
24	w	O
25	)	O
26	lot	O
27	1851	O
28	-	O
29	a	O
30	&	O
31	1851	O
32	-	B-ADDRESS
33	b	I-ADDRESS
34	,	I-ADDRESS
35	jalan	I-ADDRESS
36	k	I-ADDRESS
37	##p	I-ADDRESS
38	##b	I-ADDRESS
39	6	I-ADDRESS
40	,	I-ADDRESS
41	ka	I-ADDRESS
42	##was	I-ADDRESS
43	##an	I-ADDRESS
44	per	I-ADDRESS
45	##ind	I-ADDRESS
46	##ust	I-ADDRESS
47	##rian	I-ADDRESS
48	bala	I-ADDRESS
49	##kong	I-ADDRESS
50	,	I-ADDRESS
51	43	I-ADDRESS
52	##30	I-ADDRESS
53	##0	I-ADDRESS
54	ser	I-ADDRESS
55	##i	I-ADDRESS
56	ke	I-ADDRESS
57	##mba	I-ADDRESS
58	##nga	I-ADDRESS
59	##n	I-ADDRESS
60	,	I-ADDRESS
61	selangor	I-ADDRESS
62	(	I-ADDRESS
63	gs	I-ADDRESS
64	##t	I-ADDRESS
65	id	I-ADDRESS
66	no	I-ADDRESS
67	:	I-ADDRESS
68	000	I-ADDRESS
69	##47	I-ADDRESS
70	##37	I-ADDRESS
71	##9	I-ADDRESS
72	##25	I-ADDRESS
73	##12	I-ADDRESS
74	)	I-ADDRESS
75	(	I-ADDRESS
76	te	I-ADDRESS
77	##sco	I-ADDRESS
78	men	O
79	##jal	O
80	##ara	O
81	ke	O
82	##pon	O
83	##g	O
84	,	O
85	hq	O
86	)	O
87	tax	O
88	in	O
89	##vo	O
90	##ice	O
91	ep	O
92	##ox	O
93	##y	O
94	put	O
95	##ty	O
96	+	O
97	(	O
98	2	O
99	x	O
100	50	O
101	##gm	O
102	)	O
103	*	O
104	s	O
105	wa	O
106	##17	O
107	-	O
108	12	O
109	/	O
110	144	O
111	95	O
112	##55	O
113	##0	O
114	##75	O
115	##10	O
116	##6	O
117	##8	O
118	##25	O
119	1	O
120	x	O
121	8	O
122	.	O
123	50	O
124	8	O
125	.	O
126	50	O
127	cord	O
128	tie	O
129	3	O
130	##pc	O
131	##s	O
132	*	O
133	s	O
134	af	O
135	##12	O
136	-	O
137	10	O
138	/	O
139	1000	O
140	90	O
141	##6	O
142	##7	O
143	##17	O
144	##0	O
145	1	O
146	x	O
147	2	O
148	.	O
149	70	O
150	2	O
151	.	O
152	70	O
153	paper	O
154	clip	O
155	8	O
156	##pc	O
157	##s	O
158	no	O
159	##4	O
160	*	O
161	s	O
162	mi	O
163	##11	O
164	/	O
165	3	O
166	-	O
167	21	O
168	-	O
169	12	O
170	/	O
171	480	O
172	90	O
173	##8	O
174	##21	O
175	##15	O
176	1	O
177	x	O
178	2	O
179	.	O
180	50	O
181	2	O
182	.	O
183	50	O
184	hook	O
185	h	O
186	##y	O
187	-	O
188	00	O
189	##21	O
190	*	O
191	s	O
192	dc	O
193	##11	O
194	/	O
195	2	O
196	-	O
197	20	O
198	/	O
199	160	O
200	69	O
201	##46	O
202	##75	O
203	##9	O
204	##90	O
205	##0	O
206	##21	O
207	##2	O
208	1	O
209	x	O
210	2	O
211	.	O
212	50	O
213	2	O
214	.	O
215	50	O
216	door	O
217	guard	O
218	ec	O
219	##00	O
220	##8	O
221	*	O
222	s	O
223	t	O
224	##j	O
225	##12	O
226	-	O
227	10	O
228	/	O
229	100	O
230	900	O
231	##21	O
232	##48	O
233	3	O
234	x	O
235	4	O
236	.	O
237	50	O
238	13	O
239	.	O
240	50	O
241	multi	O
242	fan	O
243	blade	O
244	16	O
245	'	O
246	f	O
247	##b	O
248	##16	O
249	##8	O
250	##8	O
251	*	O
252	s	O
253	wa	O
254	##50	O
255	-	O
256	30	O
257	97	O
258	##500	O
259	##0	O
260	##9	O
261	1	O
262	x	O
263	6	O
264	.	O
265	30	O
266	6	O
267	.	O
268	30	O
269	key	O
270	holder	O
271	(	O
272	grid	O
273	)	O
274	#	O
275	*	O
276	vs	O
277	*	O
278	s	O
279	0	O
280	##i	O
281	##00	O
282	-	O
283	12	O
284	/	O
285	480	O
286	90	O
287	##45	O
288	##7	O
289	##34	O
290	1	O
291	x	O
292	7	O
293	.	O
294	50	O
295	7	O
296	.	O
297	50	O
298	door	O
299	guard	O
300	foot	O
301	aw	O
302	-	O
303	d	O
304	##48	O
305	*	O
306	s	O
307	td	O
308	##33	O
309	-	O
310	5	O
311	/	O
312	200	O
313	900	O
314	##21	O
315	##0	O
316	##7	O
317	2	O
318	x	O
319	4	O
320	.	O
321	90	O
322	9	O
323	.	O
324	80	O
325	item	O
326	(	O
327	s	O
328	)	O
329	:	O
330	8	O
331	q	O
332	##ty	O
333	(	O
334	s	O
335	)	O
336	:	O
337	11	O
338	total	O
339	inc	O
340	##l	O
341	.	O
342	gs	O
343	##t	O
344	@	O
345	6	O
346	%	O
347	rm	O
348	53	O
349	.	O
350	30	O
351	ed	O
352	##c	O
353	rm	O
354	53	O
355	.	O
356	30	O
357	71	O
358	##86	O
359	(	O
360	master	O
361	)	O
362	chi	O
363	##ew	O
364	yo	O
365	##n	O
366	lo	O
367	##y	O
368	/	O
369	gs	O
370	##t	O
371	summary	O
372	am	O
373	##t	O
374	(	O
375	rm	O
376	)	O
377	tax	O
378	(	O
379	rm	O
380	)	O
381	gs	O
382	##t	O
383	s	O
384	@	O
385	6	O
386	%	O
387	50	O
388	.	O
389	28	O
390	3	O
391	.	O
392	02	O
393	16	O
394	-	O
395	03	O
396	-	O
397	18	O
398	13	O
399	:	O
400	49	O
401	sh	O
402	##01	O
403	b	O
404	##0	O
405	##26	O
406	t	O
407	##2	O
408	r	O
409	##00	O
410	##01	O
411	##7	O
412	##8	O
413	##14	O
414	##1	O
415	operator	O
416	th	O
417	##q	O
418	##t	O
419	-	O
420	no	O
421	##or	O
422	fat	O
423	##in	O
424	na	O
